"zip","state","county","land_area_in_sqmi","water_area_in_sqmi","median_household_income"
"36587","AL","Mobile County",121.93,3.58,46480
"36617","AL","Mobile County",4.75,0.02,24146
"36691","AL","Mobile County",NA,NA,NA
"36509","AL","Mobile County",6.54,1.02,31449
"36640","AL","Mobile County",NA,NA,NA
"36663","AL","Mobile County",NA,NA,NA
"36512","AL","Mobile County",5.42,0.38,NA
"36612","AL","Mobile County",2.8,0,23750
"36693","AL","Mobile County",12.6,0.45,55560
"36601","AL","Mobile County",NA,NA,NA
"36660","AL","Mobile County",NA,NA,NA
"36568","AL","Mobile County",0.9,0,NA
"36605","AL","Mobile County",18.25,3.67,27641
"36671","AL","Mobile County",NA,NA,NA
"36609","AL","Mobile County",7.04,0.01,40817
"36616","AL","Mobile County",0.01,0,NA
"36541","AL","Mobile County",95.63,0.52,48531
"36610","AL","Mobile County",8,0.35,16611
"36607","AL","Mobile County",3.2,0,30509
"36613","AL","Mobile County",51.25,0.3,41644
"36615","AL","Mobile County",2.9,0.57,19390
"36633","AL","Mobile County",NA,NA,NA
"36481","AL","Monroe County",58,0.78,17404
"36444","AL","Monroe County",105.72,1.75,25341
"36470","AL","Monroe County",35.41,1.66,NA
"36768","AL","Wilcox County",241.01,0.26,25703
"36445","AL","Monroe County",154.04,0.4,31523
"36425","AL","Monroe County",150.13,0.52,34792
"36726","AL","Wilcox County",262.26,8.35,24309
"36439","AL","Monroe County",1.49,0,40156
"36458","AL","Monroe County",NA,NA,NA
"36105","AL","Montgomery County",73.45,1.26,34125
"36117","AL","Montgomery County",54.29,1.14,62260
"36069","AL","Montgomery County",148.96,1.3,34435
"36124","AL","Montgomery County",NA,NA,NA
"36118","AL","Montgomery County",NA,NA,NA
"36065","AL","Montgomery County",NA,NA,NA
"36106","AL","Montgomery County",6.08,0,58185
"36064","AL","Montgomery County",80.8,0.97,90636
"36110","AL","Montgomery County",29.63,1.87,31281
"36119","AL","Montgomery County",NA,NA,NA
"36116","AL","Montgomery County",56.07,0.66,42861
"36130","AL","Montgomery County",NA,NA,NA
"36109","AL","Montgomery County",11.59,0.01,50310
"36113","AL","Montgomery County",2.82,0.29,76250
"36123","AL","Montgomery County",NA,NA,NA
"36111","AL","Montgomery County",4.3,0,53339
"36101","AL","Montgomery County",NA,NA,NA
"36102","AL","Montgomery County",NA,NA,NA
"36121","AL","Montgomery County",NA,NA,NA
"36104","AL","Montgomery County",12.54,2.84,18043
"36057","AL","Montgomery County",NA,NA,NA
"36107","AL","Montgomery County",3.23,0,30062
"36125","AL","Montgomery County",NA,NA,NA
"36120","AL","Montgomery County",NA,NA,NA
"36103","AL","Montgomery County",NA,NA,NA
"36114","AL","Montgomery County",NA,NA,NA
"36112","AL","Montgomery County",0.35,0,65278
"36108","AL","Montgomery County",69.58,3.27,23925
"36115","AL","Montgomery County",0.59,0,50417
"36131","AL","Montgomery County",NA,NA,NA
"35601","AL","Morgan County",28.09,6.29,35087
"35602","AL","Morgan County",NA,NA,NA
"35775","AL","Morgan County",15.94,2.03,28144
"35640","AL","Morgan County",109.84,1.11,50889
"35466","AL","Pickens County",261.04,0.48,38256
"35461","AL","Pickens County",124.02,0.23,36343
"35481","AL","Pickens County",118.52,0.45,28846
"35442","AL","Pickens County",235.6,4.18,20648
"35447","AL","Pickens County",144.49,4.09,30821
"35471","AL","Pickens County",NA,NA,NA
"36082","AL","Pike County",0.38,0,NA
"36280","AL","Randolph County",123.5,0.12,38333
"36278","AL","Randolph County",132.93,1.11,33967
"36263","AL","Randolph County",24.63,0,39149
"36871","AL","Russell County",147.39,0.6,32321
"36869","AL","Russell County",74.78,0.52,32202
"36875","AL","Russell County",140.21,0.62,51490
"36858","AL","Russell County",54.42,0.29,71563
"36856","AL","Russell County",33.11,0.64,61215
"36851","AL","Russell County",NA,NA,NA
"36868","AL","Russell County",NA,NA,NA
"35054","AL","St. Clair County",26.14,3.86,46148
"35135","AL","St. Clair County",6.62,1.86,60353
"35182","AL","St Clair County",NA,NA,NA
"35178","AL","Shelby County",56.97,2.6,51434
"35120","AL","St. Clair County",67.5,0.38,52939
"35004","AL","St. Clair County",18.07,0.14,58832
"35131","AL","St. Clair County",89.97,2.98,32748
"35052","AL","St. Clair County",0.37,0,NA
"35987","AL","St. Clair County",59.37,0.53,46364
"35125","AL","St. Clair County",47.49,0.23,38146
"35112","AL","St. Clair County",2.46,0.02,54870
"35128","AL","St. Clair County",64.01,5.02,45331
"35953","AL","St. Clair County",114.1,4.15,46500
"35124","AL","Shelby County",41.56,0.63,71871
"35051","AL","Shelby County",108.26,2.09,36601
"35078","AL","Shelby County",43.6,1.94,34525
"35143","AL","Shelby County",42.32,5.59,44340
"35187","AL","Shelby County",0.02,0,40750
"35043","AL","Shelby County",45.86,0.96,90106
"35114","AL","Shelby County",12.43,0.12,83658
"35007","AL","Shelby County",37.38,0.67,64299
"35238","AL","Jefferson County",NA,NA,NA
"35147","AL","Shelby County",68.02,1.21,74150
"35137","AL","Shelby County",NA,NA,NA
"35185","AL","Shelby County",NA,NA,NA
"35186","AL","Shelby County",55.27,3.39,52097
"35176","AL","Shelby County",10.57,0.27,30069
"35459","AL","Sumter County",136.62,1.46,31667
"35460","AL","Sumter County",97.22,1.85,23750
"35477","AL","Sumter County",34.04,0.75,11938
"35470","AL","Sumter County",265.65,3.3,21150
"36907","AL","Sumter County",124.65,0.14,26641
"36901","AL","Sumter County",10.78,0.02,21748
"36925","AL","Sumter County",136.05,0.91,20938
"35044","AL","Talladega County",57.69,2.08,29883
"35014","AL","Talladega County",95.49,3.03,36286
"35149","AL","Talladega County",5.51,0.01,25475
"35032","AL","Talladega County",0.16,0,52083
"36861","AL","Tallapoosa County",49.31,10.88,40417
"36853","AL","Tallapoosa County",181.45,18.7,45688
"35457","AL","Tuscaloosa County",6.68,0.15,NA
"35468","AL","Tuscaloosa County",NA,NA,NA
"35453","AL","Tuscaloosa County",93.04,1.44,50338
"35486","AL","Tuscaloosa County",NA,NA,NA
"35449","AL","Tuscaloosa County",NA,NA,NA
"35405","AL","Tuscaloosa County",47.56,0.78,46433
"35402","AL","Tuscaloosa County",NA,NA,NA
"35403","AL","Tuscaloosa County",NA,NA,NA
"35478","AL","Tuscaloosa County",NA,NA,NA
"35452","AL","Tuscaloosa County",51.96,0.68,54274
"35490","AL","Tuscaloosa County",67.17,0.29,54284
"35440","AL","Tuscaloosa County",NA,NA,NA
"35401","AL","Tuscaloosa County",47.61,1.91,23372
"35475","AL","Tuscaloosa County",214.99,7.19,69924
"35482","AL","Tuscaloosa County",NA,NA,NA
"35404","AL","Tuscaloosa County",16.8,0.42,39024
"35473","AL","Tuscaloosa County",25.15,0.83,53700
"35476","AL","Tuscaloosa County",5.53,0.19,34057
"35446","AL","Tuscaloosa County",60.88,0.68,37750
"35458","AL","Tuscaloosa County",25.56,0.49,55250
"35406","AL","Tuscaloosa County",84.79,5.9,75081
"35407","AL","Tuscaloosa County",NA,NA,NA
"35587","AL","Walker County",52.86,0.21,42791
"35560","AL","Walker County",NA,NA,NA
"35550","AL","Walker County",65.81,1.38,34714
"35580","AL","Walker County",78.42,3.23,38966
"35502","AL","Walker County",NA,NA,NA
"35501","AL","Walker County",49.93,0.47,38181
"35503","AL","Walker County",79.64,2.03,38493
"35038","AL","Walker County",NA,NA,NA
"35584","AL","Walker County",0.6,0,26522
"35573","AL","Walker County",NA,NA,NA
"35504","AL","Walker County",96.96,3.13,40483
"35578","AL","Walker County",119.33,0.44,30474
"36529","AL","Washington County",60.45,0.11,83750
"36583","AL","Washington County",64.19,0.11,27689
"36548","AL","Washington County",34.6,1.08,71184
"36538","AL","Washington County",34.46,0.65,16447
"36513","AL","Washington County",14.49,0.54,44698
"36553","AL","Washington County",110.24,1.19,37939
"36581","AL","Washington County",51.71,2.87,50673
"36518","AL","Washington County",135.24,0.18,33783
"36584","AL","Washington County",68.78,0.4,24250
"36569","AL","Washington County",61.83,0.5,68750
"36585","AL","Washington County",82.97,0.09,48322
"36539","AL","Washington County",71.22,0.18,41146
"36556","AL","Washington County",7.17,0.19,43506
"36435","AL","Wilcox County",43.56,0.86,21429
"36720","AL","Wilcox County",49.84,2.52,15093
"36741","AL","Wilcox County",NA,NA,NA
"36766","AL","Wilcox County",7.8,0,NA
"36753","AL","Monroe County",12.25,0.01,18625
"36723","AL","Wilcox County",6.67,3.57,6422
"35551","AL","Winston County",NA,NA,NA
"35553","AL","Winston County",142.44,3.93,33180
"35575","AL","Winston County",37.21,0.11,55074
"35577","AL","Winston County",3.79,0,17000
"35572","AL","Winston County",74.56,2.97,35540
"99553","AK","Aleutians East Borough",13.83,0.1,38333
"99583","AK","Aleutians East Borough",12.77,0,43750
"99612","AK","Aleutians East Borough",11.69,1.89,62917
"99661","AK","Aleutians East Borough",177.86,0.32,71250
"99571","AK","Aleutians East Borough",29.42,3.53,53500
"99685","AK","Aleutians West Census Area",59.33,8.18,89853
"99591","AK","Aleutians West Census Area",34.75,0.27,44792
"99547","AK","Aleutians West Census Area",8.58,0.38,60000
"99660","AK","Aleutians West Census Area",39.98,2.67,38750
"99546","AK","Aleutians West Census Area",14.2,0.1,88750
"99638","AK","Aleutians West Census Area",19.19,0.73,24375
"99692","AK","Aleutians West Census Area",0.27,0,81875
"99517","AK","Anchorage Municipality",3.29,0.12,71738
"99523","AK","Municipality of Anchorage",NA,NA,NA
"99520","AK","Municipality of Anchorage",NA,NA,NA
"99529","AK","Municipality of Anchorage",NA,NA,NA
"99502","AK","Anchorage Municipality",17.65,0.6,89291
"99516","AK","Anchorage Municipality",42.97,0.01,142921
"99503","AK","Anchorage Municipality",20.69,0.01,45217
"99577","AK","Anchorage Municipality",214.72,1.4,97462
"99587","AK","Anchorage Municipality",242.31,7.98,81949
"99508","AK","Anchorage Municipality",6.94,0.08,56856
"99518","AK","Anchorage Municipality",3.78,0,76057
"99567","AK","Anchorage Municipality",615.81,19.51,94135
"99524","AK","Municipality of Anchorage",NA,NA,NA
"99521","AK","Municipality of Anchorage",NA,NA,NA
"99530","AK","Municipality of Anchorage",NA,NA,NA
"99599","AK","Municipality of Anchorage",NA,NA,NA
"99506","AK","Anchorage Municipality",17.7,0.26,60753
"99540","AK","Anchorage Municipality",50.79,0.06,72639
"99510","AK","North Slope Borough",1516.69,249.39,NA
"99501","AK","Anchorage Municipality",6.94,0.18,56136
"99505","AK","Anchorage Municipality",22.89,0.01,52143
"99509","AK","Municipality of Anchorage",NA,NA,NA
"99504","AK","Anchorage Municipality",6.36,0.04,75988
"99519","AK","North Slope Borough",12797.31,93.52,NA
"99522","AK","Municipality of Anchorage",NA,NA,NA
"99515","AK","Anchorage Municipality",10.6,0.08,88540
"99507","AK","Anchorage Municipality",21.92,0.01,90160
"99514","AK","Municipality of Anchorage",NA,NA,NA
"99511","AK","Municipality of Anchorage",NA,NA,NA
"99513","AK","Anchorage Municipality",0,0,NA
"99681","AK","Bethel Census Area",33.09,0.11,26875
"99621","AK","Bethel Census Area",9.51,1.01,43125
"99551","AK","Bethel Census Area",2.26,0.01,50000
"99656","AK","Bethel Census Area",68.93,7.7,51250
"99557","AK","Bethel Census Area",13430.99,124.45,58750
"99668","AK","Bethel Census Area",14.39,2.39,29583
"99559","AK","Bethel Census Area",57.76,5.86,71719
"99575","AK","Bethel Census Area",99.81,7.57,35000
"99630","AK","Bethel Census Area",6.37,0.62,36250
"99641","AK","Bethel Census Area",4.46,0.33,41750
"99614","AK","Bethel Census Area",19.99,0.32,35375
"99626","AK","Bethel Census Area",0.92,0,28625
"99561","AK","Bethel Census Area",5.36,0.03,51563
"99637","AK","Bethel Census Area",30.18,0.03,64306
"99679","AK","Bethel Census Area",1.53,0.12,25250
"99651","AK","Bethel Census Area",19.85,0.04,40000
"99609","AK","Bethel Census Area",12.08,1.04,42778
"99690","AK","Bethel Census Area",96.89,0,53750
"99545","AK","Bethel Census Area",NA,NA,NA
"99607","AK","Bethel Census Area",785.55,0.78,37143
"99680","AK","Bethel Census Area",115.95,0.27,36250
"99578","AK","Bethel Census Area",0.91,0.1,38438
"99634","AK","Bethel Census Area",3.9,0.76,31875
"99655","AK","Bethel Census Area",2.67,0.03,34688
"99589","AK","Bethel Census Area",2.97,0,18750
"99622","AK","Bethel Census Area",15.4,0.09,39167
"99552","AK","Bethel Census Area",1.01,0.02,38333
"99613","AK","Bristol Bay Borough",3695.68,303.21,81250
"99633","AK","Bristol Bay Borough",81.55,3.61,79250
"99670","AK","Bristol Bay Borough",103.49,5.97,66250
"99729","AK","Matanuska-Susitna Borough",595.16,3.92,53438
"99744","AK","Denali Borough",33.15,2.8,74375
"99743","AK","Denali Borough",5377.14,3.65,93750
"99755","AK","Denali Borough",390.41,0.24,44537
"99628","AK","Dillingham Census Area",1467.47,78.48,34038
"99576","AK","Dillingham Census Area",8280.81,317.24,67981
"99580","AK","Dillingham Census Area",9.32,0,31250
"99569","AK","Dillingham Census Area",7.2,0.01,21875
"99636","AK","Dillingham Census Area",20.94,0,42083
"99678","AK","Dillingham Census Area",2226.84,52.77,43333
"99555","AK","Dillingham Census Area",18.3,7.01,51705
"99707","AK","Fairbanks North Star Borough",NA,NA,NA
"99709","AK","Fairbanks North Star Borough",507.24,7.94,71287
"99712","AK","Fairbanks North Star Borough",3529.04,1.48,85085
"99714","AK","Fairbanks North Star Borough",348.36,27.32,76250
"99701","AK","Fairbanks North Star Borough",4270.75,14.35,50585
"99775","AK","Fairbanks North Star Borough",0.12,0,73750
"99790","AK","Yukon-Koyukuk Census Area",385.23,0.48,50833
"99706","AK","Southeast Fairbanks Census Area",66.76,8.58,NA
"99703","AK","Fairbanks North Star Borough",8.76,0.34,50403
"99705","AK","Fairbanks North Star Borough",107.15,4.85,76156
"99708","AK","Fairbanks North Star Borough",NA,NA,NA
"99725","AK","Fairbanks North Star Borough",NA,NA,NA
"99702","AK","Fairbanks North Star Borough",16.14,0.45,71800
"99827","AK","Haines Borough",1718.95,77.09,52848
"99820","AK","Hoonah-Angoon Census Area",939.37,58.51,32857
"99841","AK","Hoonah-Angoon Census Area",14.27,0,62813
"99829","AK","Hoonah-Angoon Census Area",7.43,1.19,48750
"99825","AK","Hoonah-Angoon Census Area",364.75,39.09,34167
"99832","AK","Hoonah-Angoon Census Area",185.72,51.89,73750
"99826","AK","Hoonah-Angoon Census Area",3250.52,173.29,52188
"99811","AK","City and Borough of Juneau",NA,NA,NA
"99801","AK","Juneau City and Borough",2193.42,303.78,82993
"99824","AK","Juneau City and Borough",1.73,0.4,62721
"99611","AK","Kenai Peninsula Borough",326.42,17.8,70320
"99556","AK","Kenai Peninsula Borough",354.07,0.21,49563
"99631","AK","Kenai Peninsula Borough",425.69,14.68,89808
"99663","AK","Kenai Peninsula Borough",114.55,4.56,51696
"99568","AK","Kenai Peninsula Borough",19.3,0.17,29722
"99639","AK","Kenai Peninsula Borough",220.62,0.03,44091
"99664","AK","Kenai Peninsula Borough",2566.68,572.64,62257
"99682","AK","Kenai Peninsula Borough",6299.63,164.37,25938
"99572","AK","Kenai Peninsula Borough",138.52,5.63,60357
"99610","AK","Kenai Peninsula Borough",926.98,10.12,61625
"99605","AK","Kenai Peninsula Borough",304.68,31.04,41250
"99635","AK","Kenai Peninsula Borough",NA,NA,NA
"99672","AK","Kenai Peninsula Borough",285.3,9.07,61424
"99669","AK","Kenai Peninsula Borough",242.39,6.36,63482
"99603","AK","Kenai Peninsula Borough",1071.18,156.04,53797
"99928","AK","Ketchikan Gateway Borough",NA,NA,NA
"99901","AK","Ketchikan Gateway Borough",4798.53,596.45,62519
"99644","AK","Kodiak Island Borough",16.3,2.69,37857
"99643","AK","Kodiak Island Borough",20.53,2.12,41000
"99608","AK","Kodiak Island Borough",NA,NA,NA
"99624","AK","Kodiak Island Borough",15.27,42.51,45750
"99550","AK","Kodiak Island Borough",90.15,2.85,60833
"99615","AK","Kodiak Island Borough",4267.62,647.75,69955
"99579","AK","Lake and Peninsula Borough",25.88,26,80417
"99565","AK","Lake and Peninsula Borough",13.77,13.72,123750
"99625","AK","Lake and Peninsula Borough",797.14,0,37500
"99564","AK","Lake and Peninsula Borough",11.39,4.49,95625
"99549","AK","Lake and Peninsula Borough",50.9,1.74,54583
"99653","AK","Lake and Peninsula Borough",22.65,21.58,56250
"99640","AK","Lake and Peninsula Borough",3040.59,67.14,24250
"99649","AK","Lake and Peninsula Borough",101.15,21.67,32083
"99548","AK","Lake and Peninsula Borough",8.6,3.42,68125
"99606","AK","Lake and Peninsula Borough",208.36,5.2,50625
"99647","AK","Lake and Peninsula Borough",218.61,10.68,44375
"99648","AK","Lake and Peninsula Borough",11.16,8.61,32188
"99674","AK","Matanuska-Susitna Borough",1115.3,10.48,43333
"99676","AK","Matanuska-Susitna Borough",1009.44,15.96,45662
"99645","AK","Matanuska-Susitna Borough",441.33,23.51,77242
"99623","AK","",NA,NA,NA
"99654","AK","Matanuska-Susitna Borough",497.87,19.58,72743
"99694","AK","Matanuska-Susitna Borough",20.22,1.15,56957
"99687","AK","Matanuska-Susitna Borough",NA,NA,NA
"99652","AK","Matanuska-Susitna Borough",116.19,12.64,62313
"99683","AK","Matanuska-Susitna Borough",2678.95,25.2,51023
"99688","AK","Matanuska-Susitna Borough",1602.21,14.42,53707
"99667","AK","Matanuska-Susitna Borough",4661.68,27.39,45682
"99784","AK","Nome Census Area",0.68,0.2,27250
"99739","AK","Nome Census Area",1354.91,10.39,37500
"99785","AK","Nome Census Area",2.48,0,34125
"99771","AK","Nome Census Area",1.04,0.05,38750
"99783","AK","Nome Census Area",24.06,0,37750
"99684","AK","Nome Census Area",685.23,5.66,51250
"99778","AK","Nome Census Area",327.58,33.58,25500
"99762","AK","Nome Census Area",2112.49,73.78,70256
"99742","AK","Nome Census Area",10.9,19.45,30000
"99671","AK","Nome Census Area",26.61,2.34,36667
"99753","AK","Nome Census Area",4.77,0,28333
"99659","AK","Nome Census Area",17.79,0.39,33000
"99769","AK","Nome Census Area",6.1,0.03,32344
"99772","AK","Nome Census Area",3576.33,379.78,36750
"99734","AK","North Slope Borough",201.28,121.17,NA
"99791","AK","North Slope Borough",841.36,11.35,60000
"99747","AK","North Slope Borough",5.99,0.25,47188
"99723","AK","North Slope Borough",20.76,3.88,90500
"99759","AK","North Slope Borough",25.74,11.98,73125
"99766","AK","North Slope Borough",2392.08,45.36,71875
"99782","AK","North Slope Borough",17.94,3.6,61875
"99721","AK","North Slope Borough",4.83,0.05,52500
"99789","AK","North Slope Borough",930.65,2.47,94375
"99761","AK","Northwest Arctic Borough",15.96,0.12,58250
"99763","AK","Northwest Arctic Borough",0.88,0.05,54375
"99750","AK","Northwest Arctic Borough",0.19,0.38,59167
"99727","AK","Northwest Arctic Borough",0.55,0,48281
"99752","AK","Northwest Arctic Borough",3964.04,956.21,80729
"99751","AK","Northwest Arctic Borough",5.78,0.05,48750
"99736","AK","Northwest Arctic Borough",1.66,0.01,47000
"99773","AK","Northwest Arctic Borough",5.99,0.06,50625
"99770","AK","Northwest Arctic Borough",878.7,43.49,35625
"99749","AK","Northwest Arctic Borough",1.11,0,39375
"99786","AK","Northwest Arctic Borough",6876.44,59.95,38750
